url,cit,views,dloads,pubs,last_mod,pub_refs,doi,journal,date,cites
https://www.openicpsr.org/openicpsr/project/172904/view,"Banovetz, James, and Oprea, Ryan. Data and Code for: Complexity and Procedural Choice. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-14. https://doi.org/10.3886/E172904V1",6,0,1,01/16/2023 02:59:PM,"Oprea, Ryan, and James Banovetz. “Complexity and Procedural Choice.” American Economic Journal:  Microeconomics, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/151303/view,"Brown, Zach Y., and MacKay, Alexander. Data and Code for: Competition in Pricing Algorithms. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-14. https://doi.org/10.3886/E151303V1",19,3,1,10/04/2021 03:31:PM,"Brown, Zach Y., and Alexander MacKay. “Competition in Pricing Algorithms.” American Economic Journal: Microeconomics, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/170682/view,NA,11,0,0,11/04/2022 09:14:PM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/171221/view,NA,19,5,2,01/09/2023 11:49:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/131761/view,"Deryugina, Tatyana, Shurchkov, Olga, and Stearns, Jenna. Data and Code for: COVID-19 Disruptions Disproportionately Affect Female Academics. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-10. https://doi.org/10.3886/E131761V2",471,42,1,04/21/2021 03:41:PM,"Deryugina, Tatyana, Olga Shurchkov, and Jenna Stearns. “COVID-19 Disruptions Disproportionately Affect Female Academics.” AEA Papers and Proceedings 111 (May 1, 2021): 164–68. https://doi.org/10.1257/pandp.20211017.",10.1257/pandp.20211017,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/166942/view,"Deryugina, Tatyana, Shurchkov, Olga, and Stearns, Jenna. Data and Code for: Public School Access or Stay-at-Home Partner: Factors Mitigating the Adverse Effects of the COVID-19 Pandemic on Academic Parents. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-10. https://doi.org/10.3886/E166942V2",39,2,1,04/06/2022 03:51:AM,"Deryugina, Tatyana, Olga Shurchkov, and Jenna Stearns. “Public School Access or Stay-at-Home Partner: Factors Mitigating the Adverse Effects of the COVID-19 Pandemic on Academic Parents.” AEA Papers and Proceedings 112 (May 2022): 267–71. https://doi.org/10.1257/pandp.20221012.",10.1257/pandp.20221012,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/150441/view,NA,29,4,0,03/24/2022 03:07:PM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/151302/view,NA,26,0,0,12/04/2021 04:02:PM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/158861/view,"Card, David, Fenizia, Alessandra, and Silver, David. Data and code for: The Health Impacts of Hospital Delivery Practices. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E158861V1",22,3,1,01/07/2022 05:49:PM,"Card, David, Alessandra Fenizia, and David Silver. “The Health Impacts of Hospital Delivery Practices.” American Economic Journal: Economic Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/146321/view,"Tørsløv, Thomas, Wier, Ludvig, and Zucman, Gabriel. Data and Code for: Externalities in International Tax Enforcement: Theory and Evidence. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E146321V1",17,2,1,09/02/2022 06:33:AM,"Tørsløv, Thomas, Ludvig Wier, and Gabriel Zucman. “Externalities in International Tax Enforcement: Theory and Evidence.” AEJ: Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/154361/view,"Craig, Ashley. Data and Code for: Optimal Income Taxation with Spillovers from Employer Learning. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E154361V1",18,2,1,04/07/2022 10:19:AM,"Craig, Ashley. “Optimal Income Taxation with Spillovers from Employer Learning.” American Economic Journal: Economic Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/156481/view,NA,23,1,0,08/19/2022 01:09:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/154561/view,NA,19,3,0,05/17/2022 03:48:PM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/163822/view,"Allcott, Hunt, Gentzkow, Matthew , and Song, Lena. Code for: Digital Addiction. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E163822V2",1238,173,2,04/15/2022 10:22:AM,"Allcott, Hunt, Matthew Gentzkow, and Lena Song. “Data for: Digital Addiction.” Harvard Dataverse, 2023. https://doi.org/10.7910/DVN/GN636M.
  
Allcott, Hunt, Matthew Gentzkow, and Lena Song. “Digital Addiction.” American Economic Review 112, no. 7 (July 2022): 2424–63. https://doi.org/10.1257/aer.20210867.",10.7910/DVN/GN636M,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/163822/view,"Allcott, Hunt, Gentzkow, Matthew , and Song, Lena. Code for: Digital Addiction. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E163822V2",1238,173,2,04/15/2022 10:22:AM,"Allcott, Hunt, Matthew Gentzkow, and Lena Song. “Data for: Digital Addiction.” Harvard Dataverse, 2023. https://doi.org/10.7910/DVN/GN636M.
  
Allcott, Hunt, Matthew Gentzkow, and Lena Song. “Digital Addiction.” American Economic Review 112, no. 7 (July 2022): 2424–63. https://doi.org/10.1257/aer.20210867.",10.1257/aer.20210867,American Economic Review,2022-07-01,4
https://www.openicpsr.org/openicpsr/project/155501/view,NA,17,0,0,04/27/2022 09:58:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/155461/view,"Feng, Josh, Hwang, Thomas, and Maini, Luca. Data and Code for: “Profiting from Most-Favored Customer Procurement Rules: Evidence from Medicaid.” Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E155461V1",8,0,1,11/24/2021 07:37:PM,"Feng, Josh, Thomas Hwang, and Luca Maini. “Profiting from Most-Favored Customer Procurement Rules: Evidence from Medicaid.” American Economic Journal: Economic Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/156081/view,NA,18,0,0,04/11/2022 11:00:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/157481/view,"Moretti, Enrico, and Wilson, Daniel. Data and Code for: “Taxing Billionaires:  Estate Taxes and the Geographical Location of the Ultra-Wealthy.” Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E157481V1",12,0,1,12/20/2022 07:01:PM,"Moretti, Enrico, and Daniel Wilson. “Taxing Billionaires:  Estate Taxes and the Geographical Location of the Ultra-Wealthy.” American Economic Journal: Economic Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/141521/view,NA,11,0,0,10/11/2022 12:14:PM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/152861/view,"Zaklan, Aleksandar. Data and Code for: Coase and Cap-and-Trade: Evidence on the Independence Property from the European Carbon Market. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-04-07. https://doi.org/10.3886/E152861V1",16,3,1,01/13/2022 07:59:AM,"Zaklan, Aleksandar. “Coase and Cap-and-Trade: Evidence on the Independence Property from the European Carbon Market.” American Economic Journal: Economic Policy, n.d.",NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/183448/view,NA,165,60,1,03/28/2023 11:58:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/182681/view,"Akbar, Prottoy, Couture, Victor, Duranton, Gilles, and Storeygard, Adam. Data and Code for: Mobility and congestion in urban India. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-30. https://doi.org/10.3886/E182681V1",135,20,1,03/13/2023 10:57:AM,"Akbar, Prottoy, Victor Couture, Gilles Duranton, and Adam Storeygard. “Mobility and Congestion in Urban India.” American Economic Review 113, no. 4 (April 2023): 1083–1111. https://doi.org/10.1257/aer.20181662.",10.1257/aer.20181662,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/132281/view,"Assunção, Juliano, Gandour, Clarissa, and Rocha , Romero. Data and Code for: DETERring Deforestation in the Amazon: Environmental Monitoring and Law Enforcement. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-29. https://doi.org/10.3886/E132281V1",202,11,2,02/14/2021 03:27:PM,"Assunção, Juliano, Clarissa Gandour, and Romero Rocha. “DETER-Ing Deforestation in the Amazon: Environmental Monitoring and Law Enforcement.” American Economic Journal: Applied Economics 15, no. 2 (April 2023): 125–56. https://doi.org/10.1257/app.20200196.
  
Assunção, Juliano, Clarissa Gandour, and Romero Rocha. “Replication Capsule for: DETERring Deforestation in the Amazon: Environmental Monitoring and Law Enforcement.” Code Ocean, 2021. https://doi.org/10.24433/CO.5098352.v1.",10.1257/app.20200196,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/132281/view,"Assunção, Juliano, Gandour, Clarissa, and Rocha , Romero. Data and Code for: DETERring Deforestation in the Amazon: Environmental Monitoring and Law Enforcement. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-29. https://doi.org/10.3886/E132281V1",202,11,2,02/14/2021 03:27:PM,"Assunção, Juliano, Clarissa Gandour, and Romero Rocha. “DETER-Ing Deforestation in the Amazon: Environmental Monitoring and Law Enforcement.” American Economic Journal: Applied Economics 15, no. 2 (April 2023): 125–56. https://doi.org/10.1257/app.20200196.
  
Assunção, Juliano, Clarissa Gandour, and Romero Rocha. “Replication Capsule for: DETERring Deforestation in the Amazon: Environmental Monitoring and Law Enforcement.” Code Ocean, 2021. https://doi.org/10.24433/CO.5098352.v1.",10.24433/CO.5098352.v1,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/167862/view,"Drechsel, Thomas. Data and Code for: Earnings-Based Borrowing Constraints and Macroeconomic Fluctuations. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E167862V1",109,22,1,05/26/2022 11:12:AM,"Drechsel, Thomas. “Earnings-Based Borrowing Constraints and Macroeconomic Fluctuations.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 1–34. https://doi.org/10.1257/mac.20210099.",10.1257/mac.20210099,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/150221/view,"Bonomo, Marco, Carvalho, Carlos, Garcia, René, Malta, Vivian, and Rigato, Rodolfo. Replication files for “Persistent Monetary Non-neutrality in an Estimated Menu-Cost Model with Partially Costly Information.” Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E150221V1",37,3,1,11/26/2021 09:26:AM,"Bonomo, Marco, Carlos Carvalho, René Garcia, Vivian Malta, and Rodolfo Rigato. “Persistent Monetary Non-Neutrality in an Estimated Menu Cost Model with Partially Costly Information.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 466–505. https://doi.org/10.1257/mac.20190241.",10.1257/mac.20190241,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/166481/view,"Kim, Gwangmin, and Binder, Carola. Data and Code for: Learning-through-Survey in Inflation Expectations. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E166481V1",52,8,1,03/31/2022 05:21:AM,"Kim, Gwangmin, and Carola Binder. “Learning-through-Survey in Inflation Expectations.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 254–78. https://doi.org/10.1257/mac.20200387.",10.1257/mac.20200387,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/173441/view,"Guerron-Quintana, Pablo, Hirano, Tomohiro, and Jinnai, Ryo. Data and Code for: Bubbles, Crashes, and Economic Growth: Theory and Evidence. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E173441V1",65,15,1,10/24/2022 02:52:AM,"Guerron-Quintana, Pablo A., Tomohiro Hirano, and Ryo Jinnai. “Bubbles, Crashes, and Economic Growth: Theory and Evidence.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 333–71. https://doi.org/10.1257/mac.20220015.",10.1257/mac.20220015,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/166585/view,"Lanteri, Andrea, Medina, Pamela, and Tan, Eugene. Data and Code for: Capital-Reallocation Frictions and Trade Shocks. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E166585V1",91,13,1,06/22/2022 08:51:AM,"Lanteri, Andrea, Pamela Medina, and Eugene Tan. “Capital-Reallocation Frictions and Trade Shocks.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 190–228. https://doi.org/10.1257/mac.20200429.",10.1257/mac.20200429,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/174542/view,"Chen, Chaoran, Restuccia, Diego, and Santaeulalia-Llopis, Raul. Data and Code for: Land Misallocation and Productivity. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E174542V1",66,26,1,07/06/2022 06:51:PM,"Chen, Chaoran, Diego Restuccia, and Raül Santaeulàlia-Llopis. “Land Misallocation and Productivity.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 441–65. https://doi.org/10.1257/mac.20170229.",10.1257/mac.20170229,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/150921/view,"Dew-Becker, Ian, and Giglio, Stefano. Data and Code for: Cross-sectional uncertainty and the business cycle: evidence from 40 years of options data. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E150921V1",94,9,1,05/17/2022 10:03:AM,"Dew-Becker, Ian, and Stefano Giglio. “Cross-Sectional Uncertainty and the Business Cycle: Evidence from 40 Years of Options Data.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 65–96. https://doi.org/10.1257/mac.20210136.",10.1257/mac.20210136,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/174021/view,"Kucheryavyy, Konstantin, Lyn, Gary, and Rodríguez-Clare, Andrés. Data and Code for: Grounded by Gravity: A Well-Behaved Trade Model with Industry-Level Economies of Scale. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E174021V1",41,8,1,01/06/2023 08:01:AM,"Kucheryavyy, Konstantin, Gary Lyn, and Andrés Rodríguez-Clare. “Grounded by Gravity: A Well-Behaved Trade Model with Industry-Level Economies of Scale.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 372–412. https://doi.org/10.1257/mac.20190156.",10.1257/mac.20190156,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/169401/view,"Badinger, Harald, and Schiman, Stefan. Data and Code for: Measuring Monetary Policy in the Euro Area Using SVARs with Residual Restrictions. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E169401V1",92,18,1,08/12/2022 03:06:AM,"Badinger, Harald, and Stefan Schiman. “Measuring Monetary Policy in the Euro Area Using SVARs with Residual Restrictions.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 279–305. https://doi.org/10.1257/mac.20210035.",10.1257/mac.20210035,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/157901/view,"Graves, Sebastian. Data and Code for: The State Dependent Effectiveness of Hiring Subsidies. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E157901V1",52,7,1,05/05/2022 02:22:PM,"Graves, Sebastian. “The State-Dependent Effectiveness of Hiring Subsidies.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 229–53. https://doi.org/10.1257/mac.20200402.",10.1257/mac.20200402,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/163641/view,"Turen, Javier. Data and Code for: State-dependent attention and pricing decisions. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E163641V1",50,4,1,06/29/2022 10:50:AM,"Turen, Javier. “State-Dependent Attention and Pricing Decisions.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 161–89. https://doi.org/10.1257/mac.20210038.",10.1257/mac.20210038,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/174841/view,"Garriga, Carlos, Hedlund, Aaron, Tang, Yang, and Wang, Ping. Data and Code for: Rural-Urban Migration, Structural Transformation, and Housing Markets in China. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E174841V1",156,18,1,07/12/2022 10:35:PM,"Garriga, Carlos, Aaron Hedlund, Yang Tang, and Ping Wang. “Rural-Urban Migration, Structural Transformation, and Housing Markets in China.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 413–40. https://doi.org/10.1257/mac.20160142.",10.1257/mac.20160142,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/173781/view,"Maestas, Nicole, Mullen, Kathleen, and Powell, David. Data and Code for: The Effect of Population Aging on Economic Growth, the Labor Force and Productivity. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-27. https://doi.org/10.3886/E173781V1",159,50,1,03/16/2023 02:59:PM,"Maestas, Nicole, Kathleen J. Mullen, and David Powell. “The Effect of Population Aging on Economic Growth, the Labor Force, and Productivity.” American Economic Journal: Macroeconomics 15, no. 2 (April 2023): 306–32. https://doi.org/10.1257/mac.20190196.",10.1257/mac.20190196,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/183021/view,"Kuhn, Peter, and Shen, Kailing. Data and Code for: What Happens When Employers Can No Longer Discriminate in Job Ads? Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-21. https://doi.org/10.3886/E183021V1",244,43,1,02/15/2023 04:40:PM,"Kuhn, Peter, and Kailing Shen. “What Happens When Employers Can No Longer Discriminate in Job Ads?” American Economic Review 113, no. 4 (April 2023): 1013–48. https://doi.org/10.1257/aer.20211127.",10.1257/aer.20211127,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/181263/view,"Ainsworth, Robert, Dehejia, Rajeev, Pop-Eleches, Cristian, and Urquiola, Miguel. Data and Code for: Why do households leave school value added on the table? The roles of information and preferences. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-21. https://doi.org/10.3886/E181263V1",80,11,1,01/27/2023 04:19:PM,"Ainsworth, Robert, Rajeev Dehejia, Cristian Pop-Eleches, and Miguel Urquiola. “Why Do Households Leave School Value Added on the Table? The Roles of Information and Preferences.” American Economic Review 113, no. 4 (April 2023): 1049–82. https://doi.org/10.1257/aer.20210949.",10.1257/aer.20210949,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/183823/view,"Antras, Pol, Redding, Stephen, and Rossi-Hansberg, Esteban. Data and Code for: Globalization and Pandemics. Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-21. https://doi.org/10.3886/E183823V1",140,31,1,01/19/2023 10:30:AM,"Antràs, Pol, Stephen J. Redding, and Esteban Rossi-Hansberg. “Globalization and Pandemics.” American Economic Review 113, no. 4 (April 2023): 939–81. https://doi.org/10.1257/aer.20201479.",10.1257/aer.20201479,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/182862/view,"Patterson, Christina. Data and Code for “The Matching Multiplier and the Amplification of Recessions” . Nashville, TN: American Economic Association [publisher], 2023. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2023-03-21. https://doi.org/10.3886/E182862V1",86,17,1,01/06/2023 11:22:AM,"Patterson, Christina. “The Matching Multiplier and the Amplification of Recessions.” American Economic Review 113, no. 4 (April 2023): 982–1012. https://doi.org/10.1257/aer.20210254.",10.1257/aer.20210254,NA,NA,NA
